날짜,종가,시가,고가,저가,거래량,변동 %
2018-01-09,2510.23,2510.73,2524.73,2498.41,374.32M,-0.0012
2018-01-10,2499.75,2516.33,2516.82,2493.98,444.02M,-0.0042
2018-01-11,2487.91,2496.86,2502.52,2483.82,444.34M,-0.0047
2018-01-12,2496.42,2499.87,2500.87,2482.15,438.78M,0.0034
2018-01-15,2503.73,2510.97,2513.30,2496.18,404.55M,0.0029
2018-01-16,2521.74,2504.16,2524.55,2498.55,341.61M,0.0072
2018-01-17,2515.43,2517.19,2521.97,2506.49,336.71M,-0.0025
2018-01-18,2515.81,2527.67,2532.08,2512.69,333.11M,0.0002
2018-01-19,2520.26,2519.67,2524.33,2513.09,351.84M,0.0018
2018-01-22,2502.11,2516.90,2517.12,2488.44,342.99M,-0.0072
2018-01-23,2536.60,2510.35,2536.60,2507.96,370.01M,0.0138
2018-01-24,2538.00,2533.86,2547.22,2531.31,371.09M,0.0006
2018-01-25,2562.23,2536.96,2564.43,2536.73,514.60M,0.0095
2018-01-26,2574.76,2560.69,2574.76,2553.53,400.65M,0.0049
2018-01-29,2598.19,2588.87,2607.10,2587.55,437.48M,0.0091
2018-01-30,2567.74,2590.41,2599.17,2567.07,397.04M,-0.0117
2018-01-31,2566.46,2557.37,2597.14,2553.01,403.05M,-0.0005
2018-02-01,2568.54,2578.91,2583.74,2564.59,595.15M,0.0008
2018-02-02,2525.39,2565.99,2565.99,2519.60,481.82M,-0.0168
2018-02-05,2491.75,2487.34,2503.99,2476.24,442.35M,-0.0133
2018-02-06,2453.31,2437.02,2460.28,2409.38,582.84M,-0.0154
2018-02-07,2396.56,2483.72,2484.18,2396.56,460.08M,-0.0231
2018-02-08,2407.62,2400.17,2423.88,2393.46,362.42M,0.0046
2018-02-09,2363.77,2346.73,2372.90,2346.73,489.11M,-0.0182
2018-02-12,2385.38,2380.49,2397.90,2367.31,352.29M,0.0091
2018-02-13,2395.19,2402.89,2421.80,2388.54,423.42M,0.0041
2018-02-14,2421.83,2412.47,2426.63,2408.02,305.74M,0.0111
2018-02-19,2442.82,2452.52,2455.12,2428.15,322.14M,0.0087
2018-02-20,2415.12,2433.35,2438.48,2411.23,421.49M,-0.0113
2018-02-21,2429.65,2417.73,2432.45,2404.02,432.28M,0.0060
2018-02-22,2414.28,2417.18,2422.62,2405.23,349.49M,-0.0063
2018-02-23,2451.52,2427.13,2451.52,2427.13,300.58M,0.0154
2018-02-26,2457.65,2465.35,2466.08,2447.86,321.26M,0.0025
2018-02-27,2456.14,2474.08,2480.79,2456.14,271.23M,-0.0006
2018-02-28,2427.36,2447.11,2460.12,2426.21,367.56M,-0.0117
2018-03-02,2402.16,2406.57,2410.34,2387.25,320.40M,-0.0104
2018-03-05,2375.06,2405.92,2407.98,2374.80,312.25M,-0.0113
2018-03-06,2411.41,2400.67,2413.01,2392.87,400.11M,0.0153
2018-03-07,2401.82,2413.39,2429.43,2395.24,412.97M,-0.0040
2018-03-08,2433.08,2420.67,2433.08,2407.59,394.85M,0.0130
2018-03-09,2459.45,2443.43,2476.43,2436.03,437.26M,0.0108
2018-03-12,2484.12,2485.64,2489.46,2474.91,391.30M,0.0100
2018-03-13,2494.49,2483.05,2494.49,2478.76,350.20M,0.0042
2018-03-14,2486.08,2477.43,2486.98,2474.77,360.87M,-0.0034
2018-03-15,2492.38,2486.00,2496.51,2471.04,344.01M,0.0025
2018-03-16,2493.97,2495.11,2497.80,2476.88,377.77M,0.0006
2018-03-19,2475.03,2491.99,2493.56,2470.91,477.22M,-0.0076
2018-03-20,2485.52,2456.80,2485.52,2456.80,291.50M,0.0042
2018-03-21,2484.97,2488.22,2492.88,2483.78,399.07M,-0.0002
2018-03-22,2496.02,2494.84,2508.71,2485.34,482.14M,0.0044
2018-03-23,2416.76,2446.73,2450.40,2412.62,457.95M,-0.0318
2018-03-26,2437.08,2414.68,2437.08,2399.44,306.90M,0.0084
2018-03-27,2452.06,2455.00,2456.55,2444.92,332.13M,0.0061
2018-03-28,2419.29,2425.94,2430.77,2409.47,501.31M,-0.0134
2018-03-29,2436.37,2421.70,2439.47,2413.71,333.36M,0.0071
2018-03-30,2445.85,2454.10,2458.24,2445.72,395.33M,0.0039
2018-04-02,2444.16,2454.72,2467.52,2440.89,390.32M,-0.0007
2018-04-03,2442.43,2422.26,2442.43,2416.44,497.14M,-0.0007
2018-04-04,2408.06,2447.97,2447.97,2405.91,551.70M,-0.0141
2018-04-05,2437.52,2426.92,2446.78,2420.92,591.04M,0.0122
2018-04-06,2429.58,2420.88,2433.97,2417.24,454.31M,-0.0033
2018-04-09,2444.08,2424.15,2446.28,2424.15,334.42M,0.0060
2018-04-10,2450.74,2439.94,2454.36,2419.55,356.39M,0.0027
2018-04-11,2444.22,2456.53,2458.99,2441.20,355.19M,-0.0027
2018-04-12,2442.71,2450.95,2454.95,2441.58,441.57M,-0.0006
2018-04-13,2455.07,2449.42,2457.85,2442.35,395.89M,0.0051
2018-04-16,2457.49,2466.04,2466.16,2449.97,347.17M,0.0010
